,location,title,company,salary,salrange
38,"Houston, TX","Analyst, Market Fundamentals (Research)",No Company Listed,No Salary Listed,20000
39,"Houston, TX",Research Analyst,Pennwell Corporation,No Salary Listed,20000
40,"Houston, TX 77042 (West Houston area)",Senior Oil & Gas Analytics Consultant,Tessella,No Salary Listed,20000
41,"Houston, TX","Research Scientist, Sr.",UT Health Science Center at Houston,No Salary Listed,20000
42,"Houston, TX",Data Scientist,Schlumberger,No Salary Listed,20000
43,"Houston, TX",Research Scientist - Clinical Cancer Prevention Research,MD Anderson Cancer Center,No Salary Listed,20000
44,"Houston, TX 77032","R&D Chemist, Associate - R&D Chemist",Halliburton,No Salary Listed,20000
45,"Houston, TX",Feasibility Research Analyst II - Novella Clinical,Novella Clinical,No Salary Listed,20000
46,"Houston, TX 77002 (Downtown area)",Sr Staff Analytics Engineer,General Electric,No Salary Listed,20000
47,"Houston, TX",Research Scientist - Clinical Cancer Prevention Research,MD Anderson Cancer Center,No Salary Listed,20000
48,"Houston, TX 77032","R&D Chemist, Associate - R&D Chemist",Halliburton,No Salary Listed,20000
49,"Houston, TX",Statistician,Occidental Petroleum,No Salary Listed,20000
50,"Houston, TX","Senior Analyst, Technical Accounting and Research T7119",Targa Resources,No Salary Listed,20000
51,"Houston, TX 77042 (West Houston area)",No Job Title Listed,No Company Listed,No Salary Listed,20000
52,"Houston, TX 77041",Metallurgical Technician,Weatherford,No Salary Listed,20000
53,"Houston, TX 77046 (Montrose area)",Business Development/ Market Research Analyst,No Company Listed,No Salary Listed,20000
54,"Houston, TX 77018 (Northwest area)",Software Developer 4,Oracle,No Salary Listed,20000
55,"Houston, TX",Quantitative Research Scientist - Options Strategy,No Company Listed,No Salary Listed,20000
56,"Houston, TX",Research Statistical Analyst -Bioinformatics & Computational...,MD Anderson Cancer Center,"$66,400 - $99,600 a year",20000
57,"Houston, TX 77030 (Medical area)",Research Associate,Houston Methodist,No Salary Listed,20000
58,"Houston, TX 77030 (Medical area)",No Job Title Listed,No Company Listed,No Salary Listed,20000
59,"Houston, TX 77058 (Pasadena area)",Postdoctoral Researcher: Mineralogy and Petrology of Planeta...,Universities Space Research Association,No Salary Listed,20000
60,"Houston, TX",Product Manager,No Company Listed,No Salary Listed,20000
61,"Houston, TX 77024 (Greater Memorial area)",Data Scientist,No Company Listed,No Salary Listed,20000
62,"Houston, TX 77002 (Downtown area)",Senior Data Scientist,General Electric,No Salary Listed,20000
63,"Houston, TX",Sr. Bioinformatics Programmer,Baylor College of Medicine,"$70,000 - $91,000 a year",20000
64,"Houston, TX",Property Accounting / Management Specialist,BOEING,No Salary Listed,20000
65,"Sugar Land, TX 77478",EPA Scientist,AmerisourceBergen,No Salary Listed,20000
66,"Houston, TX",Orbital Debris Scientist,Jacobs,No Salary Listed,20000
67,"Houston, TX","Accenture Insights Platform Product Manager, Southwest US Re...",Accenture,No Salary Listed,20000
68,"Houston, TX","Analyst - Operations Performance, Energy Insights",McKinsey & Company,No Salary Listed,20000
69,"Houston, TX",Data Scientist,No Company Listed,No Salary Listed,20000
70,"Houston, TX","Specialist - Operations Performance, Energy Insights",McKinsey & Company,No Salary Listed,20000
71,"Houston, TX",No Job Title Listed,Valic,No Salary Listed,20000
72,"Houston, TX 77002 (Downtown area)","Medical Science Liaison (MSL), Hematology - Myeloid",Celgene Corporation,No Salary Listed,20000
73,"Houston, TX",Clinical Research Financial Analyst,UT Health Science Center at Houston,No Salary Listed,20000
74,"Houston, TX",Research Associate I in Molecular Cardiology,Texas Heart Institute,No Salary Listed,20000
75,"Houston, TX",No Job Title Listed,AIG,No Salary Listed,20000
76,"Houston, TX",Air Monitoring Specialist -PM 2.5,Alion Science and Technology,No Salary Listed,20000
77,"Houston, TX",Account Manager,Nokia,No Salary Listed,20000
78,"Houston, TX",Staff Scientist (Biocurator I),Baylor College of Medicine,"$60,000 a year",20000
79,"Houston, TX",Postdoctoral Associate,Baylor College of Medicine,No Salary Listed,20000
80,"Houston, TX 77056 (Galleria-Uptown area)",Project Associate,alliantgroup,No Salary Listed,20000
81,"Houston, TX 77056 (Galleria-Uptown area)",Project Associate,alliantgroup,No Salary Listed,20000
82,"Houston, TX","Integrated Human Performance Lead (Houston, TX)",KBRWyle,No Salary Listed,20000
83,"Houston, TX",Staff Scientist (Biocurator I),Baylor College of Medicine,"$60,000 a year",20000
84,"Houston, TX",Environmental Specialist,No Company Listed,No Salary Listed,20000
85,"Houston, TX",Senior Exercise Scientist,MEI Technologies,No Salary Listed,20000
86,"Houston, TX",Chemical Technician,Huntsman,No Salary Listed,20000
87,"Houston, TX",Exam Admin,Reed Elsevier,No Salary Listed,20000
88,"Houston, TX",Procurement Specialist,VWR,No Salary Listed,20000
89,"Houston, TX",Science Consultant,alliantgroup,No Salary Listed,20000
90,"Houston, TX",Assistant/Associate Professor or Professor - Neurology (Rese...,UT Health Science Center at Houston,No Salary Listed,20000
91,"Houston, TX 77032",HSE Manager (Radiation & Explosives),Halliburton,No Salary Listed,20000
92,"Houston, TX","Senior Research Analyst in Houston, TX",Frost & Sullivan,No Salary Listed,20000
93,"Houston, TX",Research Associate I in Cardiomyocyte Renewal Lab,Texas Heart Institute,No Salary Listed,20000
94,"Houston, TX 77042 (West Houston area)",No Job Title Listed,Tessella,No Salary Listed,20000
95,"Houston, TX",Water Engineer Intern,Arcadis:US,No Salary Listed,20000
96,"Houston, TX",Engineering Consultant,alliantgroup,No Salary Listed,20000
97,"Houston, TX",Economics Consultant,alliantgroup,No Salary Listed,20000
98,"Houston, TX",Chief Technology Officer - Water Business Line Job,Bechtel,No Salary Listed,20000
99,"Houston, TX",Market Research Analyst,Beazer Homes,No Salary Listed,20000
100,"Houston, TX 77070",Medical Technology Coordinator,Houston Methodist,No Salary Listed,20000
101,"Houston, TX",Exam Admin,Elsevier,No Salary Listed,20000
102,"Houston, TX 77030 (Medical area)",Chief Medical Technologist,Houston Methodist,No Salary Listed,20000
103,"Houston, TX",Coordinator Clinical Studies - Investigational Cancer Therap...,MD Anderson Cancer Center,No Salary Listed,20000
104,"Houston, TX",Medical Technologist - Generalist - West Campus (7a - 7p),Texas Children's Hospital,No Salary Listed,20000
105,"Houston, TX",Quant Analyst Intern - Power,No Company Listed,No Salary Listed,20000
106,"Houston, TX",Medical Technologist - West Tower (3p - 11:30p),Texas Children's Hospital,No Salary Listed,20000
107,"Houston, TX",Java Programmer,alliantgroup,No Salary Listed,20000
108,"Houston, TX","Principal, Education | Science | Tech",HDR,No Salary Listed,20000
109,"Houston, TX 77001",Product Manager,No Company Listed,No Salary Listed,20000
110,"Houston, TX",Staff Scientist,No Company Listed,No Salary Listed,20000
111,"Houston, TX 77058 (Pasadena area)",Senior Scientist,Jes Tech,No Salary Listed,20000
112,"Fresno, TX","Laboratory Technologist, RD&E - Materials Testing","NALCO Champion, An Ecolab Company",No Salary Listed,20000
113,"Houston, TX",Quality Control Attorney,alliantgroup,No Salary Listed,20000
114,"Houston, TX",Medical Technologist - West Tower (3p - 11:30p),Texas Children's Hospital,No Salary Listed,20000
115,"Spring, TX 77389",UX Interface Design Engineer,Modis,No Salary Listed,20000
116,"Houston, TX 77002 (Downtown area)",Software Engineer,No Company Listed,No Salary Listed,20000
117,"Houston, TX",Cost Control Engineer,WSP | Parsons Brinckerhoff,No Salary Listed,20000
118,"Houston, TX",Sr. Product Engineer/Complete Seat Engineer,Altair,No Salary Listed,20000
119,"Houston, TX",Supplemental MEG (Magnetoencepholography)/EEG (Electroenceph...,Memorial Hermann,No Salary Listed,20000
120,"Houston, TX 77084",Geomechanics Lab Technician Specialist (328667),Aramco Services Company,No Salary Listed,20000
121,"Houston, TX 77084",Lab Technician Specialist (327863),Aramco Services Company,No Salary Listed,20000
122,"Houston, TX 77046 (Montrose area)",Data Scientist,Global Healthcare Alliance,No Salary Listed,20000
123,"Houston, TX",Medical Technologist - Blood Bank / General Lab Asst. - West...,Texas Children's Hospital,No Salary Listed,20000
124,"Houston, TX",Medical Technologist - Medical Center- Pavilion for Women (M...,Kinetix,No Salary Listed,20000
125,"Houston, TX 77070",Machine Learning Engineer,No Company Listed,"$80,000 - $120,000 a year",20000
126,"Houston, TX",Data Scientist,Engage Partners,$120 an hour,20000
127,"Houston, TX",Front-End Programmer (React),No Company Listed,No Salary Listed,20000
128,"Houston, TX",Data Manager,No Company Listed,$75 an hour,20000
129,"Houston, TX 77079 (West Houston area)",Needed: Computational Scientist (494015) - Houston TX 77030,Objectwin Technology Inc,No Salary Listed,20000
130,"Houston, TX",Hadoop Developer w/Pentaho,No Company Listed,No Salary Listed,20000
131,"Houston, TX",Computational Scientist,No Company Listed,No Salary Listed,20000
132,"Houston, TX",ETL Informatica Developer,SNI Technology,No Salary Listed,20000
133,"Houston, TX",Toxicology Manager and Certifying Scientist,No Company Listed,No Salary Listed,20000
134,"Houston, TX",Dialysis Equipment Technician,CityMD,No Salary Listed,20000
135,"Houston, TX",Dialysis Equipment Technician,CityMD,No Salary Listed,20000
136,"Houston, TX 77058 (Pasadena area)",Postdoctoral Fellow Bioinformatics,Texas A&M University,"$65,000 a year",20000
137,"Houston, TX","Sr Data Scientist (Hadoop) - Duluth, Georgia",No Company Listed,"$105,000 a year",20000
138,"Houston, TX",R&D Scientist/ Lab Technician,AFGlobal Corporation,No Salary Listed,20000
139,"Houston, TX 77030 (Medical area)",Postdoctoral Fellow,Houston Methodist Research Institute,No Salary Listed,20000
140,"Houston, TX",Quality Assurance Specialist - Blood Bank,No Company Listed,No Salary Listed,20000
141,"Houston, TX",Certifying Scientist / LC-MS Chemist,No Company Listed,No Salary Listed,20000
142,"Houston, TX",101977 - Clinical Project Leader (remote),No Company Listed,No Salary Listed,20000
143,"Phoenix, AZ",Lead Data Scientist,Honeywell,No Salary Listed,20000
144,"Phoenix, AZ 85032 (Paradise Valley area)",Data Scientist III,Choice Hotels,No Salary Listed,20000
145,"Phoenix, AZ 85050 (Desert View area)",Research Analyst,"DuCharme, McMillen & Associates, Inc",No Salary Listed,20000
146,"Phoenix, AZ 85003 (Central City area)","Instructor, Sr. Data Scientist",Galvanize,No Salary Listed,20000
147,"Scottsdale, AZ 85260 (North Scottsdale area)",Data Scientist with Clinical Experience,Cognizant,No Salary Listed,20000
148,"Chandler, AZ",Analytic Consultant 5 - Data Scientist,Wells Fargo,No Salary Listed,20000
149,"Scottsdale, AZ 85260 (North Scottsdale area)",Data Scientist,Trax Technologies,No Salary Listed,20000
150,"Phoenix, AZ 85050 (Desert View area)",Research Analyst,"DuCharme, McMillen & Associates, Inc.",No Salary Listed,20000
151,"Scottsdale, AZ",Statistician,Matrix Medical Network,No Salary Listed,20000
152,"Phoenix, AZ 85003 (Central City area)","Lead Instructor, Principal Data Scientist",Galvanize,No Salary Listed,20000
153,"Phoenix, AZ",Data Scientist II,Honeywell,No Salary Listed,20000
154,"Phoenix, AZ",Data Analyst/Research Analyst II,EXOS,No Salary Listed,20000
155,"Chandler, AZ",Cyber Sec Research Scientist 2- Red Team Researcher/Scientis...,Wells Fargo,No Salary Listed,20000
156,"Phoenix, AZ 85018 (Camelback East area)",Data Scientist Graduate Intern,Intel,No Salary Listed,20000
157,"Phoenix, AZ 85021 (North Mountain area)",Data Analysis Report Writer,No Company Listed,No Salary Listed,20000
158,"Phoenix, AZ",Epidemiologist Program Manager,State of Arizona,"$65,000 a year",20000
159,"Mesa, AZ",Research Scientist,FUJIFILM,No Salary Listed,20000
160,"Phoenix, AZ",Master Data Engineer,Discover Financial Services,No Salary Listed,20000
161,"Phoenix, AZ",Data Analysis Supervisor,"NCI Information Systems, Inc.",No Salary Listed,20000
162,"Phoenix, AZ",Senior Research Analyst,Cushman & Wakefield,No Salary Listed,20000
163,"Tempe, AZ",Senior Data Scientist,L-3 Communications,No Salary Listed,20000
164,"Phoenix, AZ",Senior Infrastructure Machine Learning Developer - 37143BR,Aetna,No Salary Listed,20000
165,"Chandler, AZ 85225",Data Scientist - Modeling,Emailage,No Salary Listed,20000
166,"Goodyear, AZ 85395",Ultimate Hoops Statistician,Life Time Fitness,No Salary Listed,20000
167,"Phoenix, AZ",DATA STATISTICAL SPECIALIST,State of Arizona,No Salary Listed,20000
168,"Phoenix, AZ 85002 (Central City area)",MRI Physicist,Phoenix Children's Hospital,No Salary Listed,20000
169,"Phoenix, AZ",Research/Remediation Analyst 1,Wells Fargo,No Salary Listed,20000
170,"Mesa, AZ",Research & Planning Analyst,San Diego Community College District,"$5,754 - $9,606 a month",20000
171,"Scottsdale, AZ","Senior Manager, Data Science",GoDaddy,No Salary Listed,20000
172,"Goodyear, AZ",Budget & Research Analyst,No Company Listed,"$63,696 - $94,557 a year",20000
173,"Phoenix, AZ",RESEARCH AND STATISTICAL ANALYST,Arizona Health Care Cost Containment System,"$39,983 - $55,500 a year",20000
174,"Phoenix, AZ",Sr Data Engineer,Honeywell,No Salary Listed,20000
175,"Phoenix, AZ",Data Architect/Scientist,Axius Technologies,No Salary Listed,20000
176,"Phoenix, AZ",Associate/Senior Associate Environmental Scientist/Engineer,ENVIRON International Corporation,No Salary Listed,20000
177,"Phoenix, AZ",Infrastructure Machine Learning Developer,Aetna,No Salary Listed,20000
178,"Phoenix, AZ",Post Doc,No Company Listed,No Salary Listed,20000
179,"Phoenix, AZ",Real Estate Research Analyst,Sprouts Farmers Market,No Salary Listed,20000
180,"Phoenix, AZ",Cultural Resources Specialist 1,HDR,No Salary Listed,20000
181,"Scottsdale, AZ",Web Security Research Analyst,SiteLock,"$50,000 - $55,000 a year",20000
182,"Phoenix, AZ",AIR QUALITY PLANNER 2-3,State of Arizona,"$45,000 - $77,000 a year",20000
183,"Phoenix, AZ 85002 (Central City area)",Research Scientist Trainee II,Phoenix Children's Hospital,No Salary Listed,20000
184,"Phoenix, AZ",Air Quality Planner 2-3,Arizona Department of Environmental Quality,No Salary Listed,20000
185,"Phoenix, AZ",Sr Project Manager,"Beckman Coulter, Inc.",No Salary Listed,20000
186,"Phoenix, AZ 85001 (Central City area)",Data Architect/Scientist,"ReqRoute, Inc",No Salary Listed,20000
187,"Phoenix, AZ 85054 (Desert View area)",Research Fellow - Mathematical Modeling of Cancer Job,Mayo Clinic,No Salary Listed,20000
188,"Phoenix, AZ",LCMS Technologist & Certification Scientist,Treatment Assessment Screening Center (TASC),No Salary Listed,20000
189,"Phoenix, AZ",COMPLIANCE OFFICER - HAZ WASTE,State of Arizona,"$50,000 - $61,500 a year",20000
190,"Phoenix, AZ",ENVIRONMENTAL SCIENTIST - EMISSIONS,State of Arizona,"$49,000 - $61,000 a year",20000
191,"Phoenix, AZ 85067 (Alhambra area)",Senior Pricing Analyst-Statistical,Republic Services,No Salary Listed,20000
192,"Phoenix, AZ",Transit Planner,HDR,No Salary Listed,20000
193,"Tempe, AZ",Supervising Planner,WSP | Parsons Brinckerhoff,No Salary Listed,20000
194,"Chandler, AZ",Cleanroom Laundry Attendant,VWR,No Salary Listed,20000
195,"Phoenix, AZ",RESEARCH & STATISTICS ANALYST,State of Arizona,"$30,000 - $45,000 a year",20000
196,"Tempe, AZ",Research Specialist,Arizona State University,"$33,840 - $40,000 a year",20000
197,"Phoenix, AZ",RESEARCH & STATISTICS ANALYST,State of Arizona,"$30,000 - $45,000 a year",20000
198,"Tempe, AZ 85280 (Broadmor area)",Med Lab Scientist I,Sonora Quest,No Salary Listed,20000
199,"Phoenix, AZ",Transportation Planner 2,HDR,No Salary Listed,20000
200,"Phoenix, AZ",Senior Instrumentation and Controls Engineer,HDR,No Salary Listed,20000
201,"Phoenix, AZ",ENVIRONMENTAL TECHNICIAN,State of Arizona,"$33,000 - $42,000 a year",20000
202,"Phoenix, AZ 85002 (Central City area)",Medical Lab Scientist II,Phoenix Children's Hospital,No Salary Listed,20000
203,"Phoenix, AZ",Business Analyst - Data Analyst / Research,Matrix Resources,No Salary Listed,20000
204,"Phoenix, AZ",Construction Project Manager- Data Center an Crictical Missi...,HDR,No Salary Listed,20000
205,"Phoenix, AZ 85017 (Alhambra area)",Adjunct - Performing Analytics Using a Statistical Language...,Grand Canyon University,No Salary Listed,20000
206,"Phoenix, AZ",Data Architect,Career Evolutions,"$150,000 a year",20000
207,"Phoenix, AZ",Research Scientist,No Company Listed,No Salary Listed,20000
208,"Phoenix, AZ",Data Architect,No Company Listed,No Salary Listed,20000
209,"Phoenix, AZ",Machine Learning professional - Full-Time,No Company Listed,No Salary Listed,20000
210,"Phoenix, AZ",Data Scientist,No Company Listed,No Salary Listed,20000
211,"Phoenix, AZ",Data Scientist,No Company Listed,No Salary Listed,20000
212,"Scottsdale, AZ",Bioinfomatics Analyst I,No Company Listed,No Salary Listed,20000
213,"Phoenix, AZ",Digital Marketing (Data Scientist),No Company Listed,"$100,000 - $130,000 a year",20000
214,"Scottsdale, AZ",Bioinformatics Scientist,No Company Listed,No Salary Listed,20000
215,"Phoenix, AZ",Analytics Solutions Leader,No Company Listed,No Salary Listed,20000
216,"Scottsdale, AZ",Senior Biostatistician,No Company Listed,No Salary Listed,20000
217,"Tempe, AZ","Senior Data Scientist - ML, DL, & NLP",No Company Listed,No Salary Listed,20000
218,"Phoenix, AZ",Chief Science Officer,No Company Listed,No Salary Listed,20000
219,"Phoenix, AZ",Quantitative Marketing Analyst,Carvana,No Salary Listed,20000
220,"Phoenix, AZ",Business Intelligence Developer Intern,Carvana,No Salary Listed,20000
221,"Phoenix, AZ",2480 - Data Architect or Scientist,"ReqRoute,Inc",No Salary Listed,20000
222,"Scottsdale, AZ",Knowledge Engineer I,No Company Listed,No Salary Listed,20000
223,"Phoenix, AZ","Professor, Sleep and Circadian Biology (T/TE)(Phoenix, AZ )",The University of Arizona,No Salary Listed,20000
224,"Phoenix, AZ","Clinical/Research Nurse, OB/GYN (Phoenix, AZ)",The University of Arizona,"$60,000 - $80,000 a year",20000
225,"Phoenix, AZ 85034 (Central City area)",Laboratory Technologist,No Company Listed,No Salary Listed,20000
226,"Chicago, IL",Data Scientist,No Company Listed,No Salary Listed,20000
227,"Chicago, IL",Data Visualization Scientist,AllianceData,No Salary Listed,20000
228,"Chicago, IL 60601 (Loop area)",Data Scientist - Big Data & Analytics,KPMG,No Salary Listed,20000
229,"Chicago, IL 60606 (Loop area)",Data Scientist/Modeling - Applied Technology - 13350,Crowe Horwath,No Salary Listed,20000
230,"Chicago, IL",Data Scientist,Optiver,No Salary Listed,20000
231,"Chicago, IL","Engineer, Machine Learning & AI",Lenovo,No Salary Listed,20000
232,"Chicago, IL 60654 (Loop area)",Associate Data Scientist,No Company Listed,No Salary Listed,20000
233,"Chicago, IL",Research Data Analyst Associate,Northwestern University,No Salary Listed,20000
234,"Chicago, IL",Data Scientist,Mintel,No Salary Listed,20000
235,"Chicago, IL 60654 (Loop area)",Data Scientist - Groupon Getaways,Groupon,No Salary Listed,20000
236,"Chicago, IL","Advisory Engineer, Machine Learning & AI",Motorola Mobility,No Salary Listed,20000
237,"Chicago, IL","Consulting Engineer, Machine Learning & AI",Motorola Mobility,No Salary Listed,20000
238,"Chicago, IL",Data Scientist,HERE,No Salary Listed,20000
239,"Chicago, IL",Watson Health - Data Miner - Truven,IBM,No Salary Listed,20000
240,"Chicago, IL 60606 (Loop area)",Data Scientist,Conversant Media,No Salary Listed,20000
241,"Chicago, IL","Analyst/Senior Analyst, Advanced Analytics",Liberty Mutual,"$73,300 - $114,900 a year",20000
242,"Chicago, IL",Data Scientist,AllianceData,No Salary Listed,20000
243,"Chicago, IL",Data Scientist,Epsilon,No Salary Listed,20000
244,"Chicago, IL 60606 (Loop area)",Statistical Analyst,TTX,No Salary Listed,20000
245,"Chicago, IL",Data Scientist,"Vizient, Inc.",No Salary Listed,20000
246,"Lisle, IL",Data Scientist Lead,"Navistar, Inc.",No Salary Listed,20000
247,"Evanston, IL",Research Data Analyst Lead,Northwestern University,No Salary Listed,20000
248,"Chicago, IL",Scientist - Operations Research,United Airlines,No Salary Listed,20000
249,"Chicago, IL 60601 (Loop area)",Scientist - Operations Research,United Airlines Inc.,No Salary Listed,20000
250,"Chicago, IL",Data Scientist,Huxley Associates,"$110,000 a year",20000
251,"Chicago, IL 60601 (Loop area)",Scientist - Data and Statistics,United Airlines Inc.,No Salary Listed,20000
252,"Chicago, IL 60604 (Loop area)",Actuarial Statistical Reporting Analyst,CNA Insurance,No Salary Listed,20000
253,"Chicago, IL",Senior Statistical Analyst,Northwestern University,No Salary Listed,20000
254,"Chicago, IL",Data Scientist,No Company Listed,No Salary Listed,20000
255,"Chicago, IL",Insurance Data Scientist 74956,No Company Listed,No Salary Listed,20000
256,"Chicago, IL 60647 (Logan Square area)","Research Scientist, Supply Chain",Coyote Logistics,No Salary Listed,20000
257,"Chicago, IL 60654 (Loop area)",Data Scientists Lead - Visualization,"Anthem, Inc.",No Salary Listed,20000
258,"Chicago, IL",Data Scientist,Tempus,No Salary Listed,20000
259,"Chicago, IL",Data Scientist (No H1B),No Company Listed,No Salary Listed,20000
260,"Chicago, IL","Analyst - Periscope Advanced Insights - Growth Mapping, McKi...",McKinsey & Company,No Salary Listed,20000
261,"Chicago, IL 60654 (Loop area)",Knowledge Analyst - Automation & Programming,The Boston Consulting Group,No Salary Listed,20000
262,"Chicago, IL",Data Scientist,Jobspring Partners,"$100,000 - $140,000 a year",20000
263,"Chicago, IL 60606 (Loop area)",Data Visualization Scientist,Conversant Media,No Salary Listed,20000
264,"Chicago, IL 60654 (Loop area)",Advanced Analytics Analyst/Sr/Consultant - 126661SK,"Anthem, Inc.",No Salary Listed,20000
265,"Chicago, IL","Data Scientist (Python, Spark, AWS)",Workbridge Associates,"$70,000 - $110,000 a year",20000
266,"Chicago, IL",Sr Statistician,Rush University Medical Center,No Salary Listed,20000
267,"Chicago, IL","AVP, Lead Data Scientist (L11)",Synchrony Financial,No Salary Listed,20000
268,"Chicago, IL",Data Scientist,Retrofit,No Salary Listed,20000
269,"Itasca, IL",Data Scientist,Knowles,No Salary Listed,20000
270,"Chicago, IL",Data Scientist - Vista Intelligence Group,No Company Listed,No Salary Listed,20000
271,"Chicago, IL 60606 (Loop area)",Senior Data Scientist,Conversant Media,No Salary Listed,20000
272,"Chicago, IL",Senior Data Scientist,AllianceData,No Salary Listed,20000
273,"Chicago, IL",Senior Data Scientist,Epsilon,No Salary Listed,20000
274,"Deerfield, IL",Senior Data Scientist,Walgreens,No Salary Listed,20000
275,"Chicago, IL",Quality Assurance Analyst - Research Products,University of Chicago,No Salary Listed,20000
276,"Chicago, IL",Data Scientist,No Company Listed,No Salary Listed,20000
277,"Chicago, IL 60605 (Near South Side area)",Senior Quantitative Analyst,OCC,No Salary Listed,20000
278,"Chicago, IL 60606 (Loop area)",Data Scientist/Statistics - Applied Technology - 13307,Crowe Horwath,No Salary Listed,20000
279,"Chicago, IL",Market Research Analyst,Kantar Millward Brown,No Salary Listed,20000
280,"Chicago, IL",Quantitative Research Analyst,Huxley Associates,"$150,000 a year",20000
281,"Chicago, IL",Data Scientist,No Company Listed,No Salary Listed,20000
282,"Skokie, IL 60077",Data Scientist,Sg2,No Salary Listed,20000
283,"Chicago, IL",Regulatory Data Scientist,Chicago Mercantile Exchange Inc.,No Salary Listed,20000
284,"Chicago, IL",Director of Machine Learning,Motorola Mobility,No Salary Listed,20000
285,"Chicago, IL",Market Research Analyst,Kantar Millward Brown,No Salary Listed,20000
286,"Chicago, IL 60605 (Near South Side area)",Senior Quantitative Analyst,OCC,No Salary Listed,20000
287,"Chicago, IL",Quality Assurance Analyst - Research Products,University of Chicago,No Salary Listed,20000
288,"Lisle, IL 60532",Sr. Data Scientist,"Valid USA, Inc.",No Salary Listed,20000
289,"Chicago, IL 60603 (Loop area)",Senior Data Scientist,No Company Listed,No Salary Listed,20000
290,"Rosemont, IL",Data Scientist,American Academy of Orthopaedic Surgeons,No Salary Listed,20000
291,"Downers Grove, IL",Data Scientist,Dupage Medical Group,No Salary Listed,20000
292,"Chicago, IL",Contract Data Science,Jobspring Partners,$50 - $70 an hour,20000
293,"Chicago, IL",Statistical Analyst,Northwestern University,No Salary Listed,20000
294,"Chicago, IL",Biomedical Informatics Research Specialist - Cancer Center,University of Illinois Hospital & Health Sciences...,No Salary Listed,20000
295,"Lisle, IL",Analyst,Kantar Millward Brown,No Salary Listed,20000
296,"Chicago, IL",Capital One - Data Science Manager,No Company Listed,No Salary Listed,20000
297,"Chicago, IL",Principal Data Scientist,Jobspring Partners,"$120,000 - $160,000 a year",20000
298,"Chicago, IL",Staff Scientist,University of Chicago,No Salary Listed,20000
299,"Chicago, IL",Principal Data Scientist,Jobspring Partners,"$120,000 - $160,000 a year",20000
