,location,title,company,salary,salrange
571,"San Francisco, CA 94103 (South Of Market area)",Head of Data Science,No Company Listed,No Salary Listed,60000
572,"San Francisco, CA","Data Scientist, Product Operations Advanced Analytics",Gap Inc. Corporate,No Salary Listed,60000
573,"San Francisco, CA",DATA SCIENTIST,Ultimate Software,No Salary Listed,60000
574,"San Mateo, CA",Data Scientist,No Company Listed,No Salary Listed,60000
575,"San Francisco, CA 94103 (South Of Market area)",Head of Data Science,No Company Listed,No Salary Listed,60000
576,"Redwood City, CA 94065",Research Data Scientist,Electronic Arts,No Salary Listed,60000
577,"San Francisco, CA 94104 (Financial District area)",Data Scientist,thredUP Inc,No Salary Listed,60000
578,"Redwood City, CA 94065",Machine Learning Scientist,Electronic Arts,No Salary Listed,60000
579,"San Francisco, CA",Asst Dir-Sr Data Scientist,Moody's Analytics,No Salary Listed,60000
580,"South San Francisco, CA",Statistical Programmer Analyst,Genentech,No Salary Listed,60000
581,"San Francisco, CA","gU Faculty, Principal Data Scientist",Galvanize,No Salary Listed,60000
582,"South San Francisco, CA 94080",Data Scientist,Counsyl,No Salary Listed,60000
583,"San Francisco, CA",Data Scientist,Wish,No Salary Listed,60000
584,"San Francisco, CA",Machine Learning Engineer,No Company Listed,No Salary Listed,60000
585,"South San Francisco, CA",Senior Safety Data Analyst,Genentech,No Salary Listed,60000
586,"San Francisco, CA",Machine Learning Research Scientist,No Company Listed,No Salary Listed,60000
587,"San Francisco, CA",Data Engineer,Prosper,No Salary Listed,60000
588,"San Bruno, CA 94066",Modeling Analyst / Data Scientist,No Company Listed,No Salary Listed,60000
589,"San Francisco, CA 94158 (South Of Market area)",Associate Scientist 1 - Reproductive & Genomic Health Assay...,"Illumina, Inc.",No Salary Listed,60000
590,"San Francisco, CA",Data Scientist,Chariot,No Salary Listed,60000
591,"San Francisco, CA 94107 (South Of Market area)",Data Scientist,Eventbrite,No Salary Listed,60000
592,"San Francisco, CA",Prin Statistical Programmer,Icon plc,No Salary Listed,60000
593,"San Francisco, CA",Machine Learning Engineer,Planet,No Salary Listed,60000
594,"San Francisco, CA",Senior Data Scientist,HotelTonight,No Salary Listed,60000
595,"San Francisco, CA",Data Scientist,No Company Listed,No Salary Listed,60000
596,"San Francisco, CA 94103 (South Of Market area)",Data Scientist,Square,No Salary Listed,60000
597,"San Francisco, CA",Data Scientist,GitHub,No Salary Listed,60000
598,"San Francisco, CA",No Job Title Listed,Evidera,No Salary Listed,60000
599,"San Francisco, CA 94105 (Financial District area)",Artificial Intelligence Principal Research Scientist,Accenture,No Salary Listed,60000
600,"San Francisco, CA 94103 (South Of Market area)","Project Manager, Data",Square,No Salary Listed,60000
601,"San Francisco, CA",Data Scientist,Dropbox,No Salary Listed,60000
602,"San Francisco, CA",Cyber Sec Research Scientist 2- Red Team Researcher/Scientis...,Wells Fargo,No Salary Listed,60000
603,"San Francisco, CA 94103 (South Of Market area)",Senior Data Scientist,OpenTable,No Salary Listed,60000
604,"San Francisco, CA",Data & Applied Scientist - MileIQ,Microsoft,No Salary Listed,60000
605,"San Francisco, CA 94105 (Financial District area)",Firmware Data Scientist,Fitbit,No Salary Listed,60000
606,"San Francisco, CA","Hiring!Data Scientist in San Francisco, CA #datasciencejobs...",No Company Listed,No Salary Listed,60000
607,"San Francisco, CA",Data Analyst,Twitch,No Salary Listed,60000
608,"San Francisco, CA 94103 (South Of Market area)","Project Manager, Data",Square,No Salary Listed,60000
609,"San Francisco, CA 94102 (Downtown area)",Data Scientist (User Data),Thomson Reuters,No Salary Listed,60000
610,"Oakland, CA",Senior Data Scientist,No Company Listed,No Salary Listed,60000
611,"San Francisco, CA",Cyber Sec Research Scientist 2- Red Team Researcher/Scientis...,Wells Fargo,No Salary Listed,60000
612,"Redwood Shores, CA",Principal Data Scientist - Adaptive Intelligent Applications,Oracle,No Salary Listed,60000
613,"Redwood City, CA",Data Scientist,No Company Listed,No Salary Listed,60000
614,"San Francisco, CA",Machine Learning Data Engineer,Capital One,No Salary Listed,60000
615,"Redwood City, CA","Data Scientist - Predictive Analytics, Machine Learning",No Company Listed,No Salary Listed,60000
616,"San Francisco, CA 94126 (Financial District area)","Data Scientist, Analytics",No Company Listed,No Salary Listed,60000
617,"San Francisco, CA",Senior Data Science Instructor,No Company Listed,No Salary Listed,60000
618,"San Francisco, CA",Evangelist - Data Science,Kaplan,No Salary Listed,60000
619,"San Francisco, CA",Quantitative Researcher: Field Data Quality,The Climate Corporation,No Salary Listed,60000
620,"San Francisco, CA 94105 (Financial District area)",Principal Data Scientist,Lending Club,No Salary Listed,60000
621,"South San Francisco, CA",Senior Scientist I Biostatistics,AbbVie,No Salary Listed,60000
622,"Redwood City, CA",Data Scientist,No Company Listed,No Salary Listed,60000
623,"San Francisco, CA 94104 (Financial District area)",Solutions Data Scientist - Fast Growth Tech,McKinsey & Company,No Salary Listed,60000
624,"San Francisco, CA",Quantitative Analyst,First Republic Bank,No Salary Listed,60000
625,"San Francisco, CA 94105 (Financial District area)",Statistician/Data Scientist,No Company Listed,No Salary Listed,60000
626,"San Francisco, CA","Lead Instructor, Principal Data Scientist",Galvanize,No Salary Listed,60000
627,"Redwood City, CA 94063",Sr. Data Scientist,YuMe,No Salary Listed,60000
628,"Redwood City, CA","Data Scientist - Predictive Analytics, Machine Learning",No Company Listed,No Salary Listed,60000
629,"San Francisco, CA","Data Visualization Engineer, Visualization and Enablement (V...",Salesforce,No Salary Listed,60000
630,"Burlingame, CA 94010",Data Engineer,CrowdStar,No Salary Listed,60000
631,"San Francisco, CA",Principal Data Scientist,No Company Listed,No Salary Listed,60000
632,"San Francisco, CA","Data Scientist, Platform Analytics",Gap Inc. Corporate,No Salary Listed,60000
633,"South San Francisco, CA",Associate Statistical Scientist,Genentech,No Salary Listed,60000
634,"San Francisco, CA",GIS/Research Analyst,JLL,No Salary Listed,60000
635,"San Francisco, CA 94103 (South Of Market area)",Policy Data Scientist,Uber,No Salary Listed,60000
636,"San Francisco, CA 94107 (South Of Market area)",Data Analyst Intern,No Company Listed,No Salary Listed,60000
637,"San Francisco, CA 94103 (South Of Market area)",Psychometrics Scientist,Uber,No Salary Listed,60000
638,"San Francisco, CA","Sr. Big Data Quality Assurance Analyst, PDS",Salesforce,No Salary Listed,60000
639,"Redwood Shores, CA",Principal Product Strategy Analyst,Oracle,No Salary Listed,60000
640,"San Francisco, CA",Research Scientist III,"Immucor, Inc",No Salary Listed,60000
641,"San Francisco, CA",Data Engineer Architect,No Company Listed,No Salary Listed,60000
642,"South San Francisco, CA 94080",Associate Scientist -Immuno- Oncology Research,Amgen,No Salary Listed,60000
643,"San Francisco, CA 94104 (Financial District area)","Software Engineer, Data Science Tools",Cloudera,No Salary Listed,60000
644,"San Francisco, CA",Data Engineer,No Company Listed,No Salary Listed,60000
645,"San Mateo, CA",Data Engineer,Fanatics Inc.,No Salary Listed,60000
646,"San Francisco, CA",Lead Data Scientist - Telecom,Nielsen,No Salary Listed,60000
647,"San Francisco, CA 94105 (Financial District area)",Data Scientist - Uber for Business,Uber,No Salary Listed,60000
648,"South San Francisco, CA 94080",Bioinformatics Scientist,Counsyl,No Salary Listed,60000
649,"Hercules, CA",Senior Staff Scientist,Bio-Rad Inc.,No Salary Listed,60000
650,"Redwood City, CA","Senior Analyst / Manager of Data Science, Fraud Analytics",Oportun,No Salary Listed,60000
651,"San Francisco, CA 94105 (Financial District area)",Health Data Analysis Senior,Blue Shield of California,No Salary Listed,60000
652,"San Bruno, CA 94066","Operations Analyst, Cross-Border eCommerce Analytics - Inter...",Walmart eCommerce,No Salary Listed,60000
653,"San Francisco, CA 94105 (Financial District area)",Artificial Intelligence Distinguished Research Scientist,Accenture,No Salary Listed,60000
654,"San Bruno, CA 94066","Operations Analyst, Cross-Border eCommerce Analytics - Inter...",Walmart eCommerce,No Salary Listed,60000
655,"San Francisco, CA 94104 (Financial District area)","Software Engineer, Data Science Tools",Cloudera,No Salary Listed,60000
656,"Redwood City, CA",Machine Learning Engineer,No Company Listed,No Salary Listed,60000
657,"San Francisco, CA 94126 (Financial District area)",Data Scientist,No Company Listed,No Salary Listed,60000
658,"South San Francisco, CA 94080",Bioinformatics Scientist,Counsyl,No Salary Listed,60000
659,"San Francisco, CA",DATA SCIENCE ENGINEER,Ultimate Software,No Salary Listed,60000
660,"San Francisco, CA",Research Scientist III,"Immucor, Inc",No Salary Listed,60000
661,"San Francisco, CA",Machine Learning Engineer,No Company Listed,No Salary Listed,60000
662,"Oakland, CA",Analyst,Exponent,No Salary Listed,60000
663,"San Francisco, CA",Machine Learning Engineer,No Company Listed,No Salary Listed,60000
664,"Berkeley, CA",Lecturer - Statistics,University of California Berkeley,No Salary Listed,60000
665,"San Francisco, CA",Data Scientist- Digital,Capital One,No Salary Listed,60000
666,"San Francisco, CA 94126 (Financial District area)",Software Engineer - Machine Learning,No Company Listed,No Salary Listed,60000
667,"San Francisco, CA",Data Science Engineer,Wish,No Salary Listed,60000
668,"San Carlos, CA",Growth Data Scientist,Upstart,No Salary Listed,60000
669,"San Francisco, CA",Data Scientist,No Company Listed,No Salary Listed,60000
670,"San Francisco, CA",Senior Data Scientist,No Company Listed,No Salary Listed,60000
671,"San Francisco, CA",Lead Data Scientist,Levi Strauss & Co.,No Salary Listed,60000
672,"San Francisco, CA 94104 (Financial District area)","Senior Data Scientist, Product",KIXEYE,No Salary Listed,60000
673,"Oakland, CA",Statistical Forecast Analyst - Supply Chain,Nestle USA,No Salary Listed,60000
674,"San Francisco, CA","Manager, Machine Learning Modeler / Data Scientist",ZestFinance,No Salary Listed,60000
675,"Berkeley, CA 94720",Staff Scientist (Particle Data Group - Physics Division),Lawrence Berkeley National Laboratory,No Salary Listed,60000
676,"South San Francisco, CA 94080",Senior Associate Scientist - Immuno- Oncology Research,Amgen,No Salary Listed,60000
677,"Berkeley, CA 94720",Career Track/Career Research Scientist,Lawrence Berkeley National Laboratory,No Salary Listed,60000
678,"San Francisco, CA 94105 (Financial District area)",Senior Survey Scientist,Uber,No Salary Listed,60000
679,"San Francisco, CA",Save lives building data science infrastructure,No Company Listed,No Salary Listed,60000
680,"Berkeley, CA 94720",Land Use and Land Cover Change Research Scientist (Climate &...,Lawrence Berkeley National Laboratory,No Salary Listed,60000
681,"Foster City, CA","Research Scientist I, Analytical Operations",Gilead,No Salary Listed,60000
682,"San Francisco, CA 94103 (South Of Market area)",Machine Learning Software Engineer,AdRoll,No Salary Listed,60000
683,"South San Francisco, CA","Senior Scientist/Engineer, Fermentation",No Company Listed,No Salary Listed,60000
684,"San Francisco, CA 94104 (Financial District area)","Senior Data Scientist, Product",KIXEYE,No Salary Listed,60000
685,"South San Francisco, CA","Senior Associate Scientist, Strain Development",No Company Listed,No Salary Listed,60000
686,"San Carlos, CA",Growth Data Scientist,Upstart,No Salary Listed,60000
687,"San Francisco, CA",Senior Python Data Engineer,Radius,No Salary Listed,60000
688,"San Francisco, CA","Senior Data Scientist, Search and Local",Trulia,No Salary Listed,60000
689,"Belmont, CA",Data Scientist - Research Platform,Roche,No Salary Listed,60000
690,"San Francisco, CA 94103 (South Of Market area)","SENIOR MANAGER, SAFETY DATA SCIENCE",Uber,No Salary Listed,60000
691,"San Francisco, CA 94103 (South Of Market area)",Machine Learning Software Engineer,AdRoll,No Salary Listed,60000
692,"South San Francisco, CA","Senior Scientist/Engineer, Fermentation",No Company Listed,No Salary Listed,60000
693,"San Francisco, CA 94103 (South Of Market area)","Data Scientist, Strategic Finance (Spring 2017) - Internship...",Uber,No Salary Listed,60000
694,"San Francisco, CA 94105 (Financial District area)",Data Scientist / Machine Learning Engineer - Application & P...,Workday,No Salary Listed,60000
695,"San Francisco, CA",Computer Vision/ Machine learning Engineer,No Company Listed,No Salary Listed,60000
696,"San Francisco, CA 94103 (South Of Market area)","Data Operations Analyst, UberEverything Ops Excellence",Uber,No Salary Listed,60000
697,"San Francisco, CA 94107 (South Of Market area)",Senior Quantitative Analyst,Squaretrade,No Salary Listed,60000
698,"San Francisco, CA",Data Project Manager,No Company Listed,No Salary Listed,60000
699,"South San Francisco, CA 94080",Computational Research Scientist,Counsyl,No Salary Listed,60000
700,"South San Francisco, CA 94080",Sr. Scientist I (CMC Analytical),No Company Listed,No Salary Listed,60000
701,"Berkeley, CA 94720",Data Systems Engineer,Lawrence Berkeley National Laboratory,No Salary Listed,60000
702,"San Francisco, CA","Director, Data Science",ZestFinance,No Salary Listed,60000
703,"San Francisco, CA",Big Data Engineer,NinthDecimal,No Salary Listed,60000
704,"San Francisco, CA 94105 (Financial District area)",Data Scientist / Machine Learning Engineer - Application & P...,Workday,No Salary Listed,60000
705,"San Francisco, CA 94158 (South Of Market area)",Scientist 1 - Research and Development / Mission Bay San Fra...,"Illumina, Inc.",No Salary Listed,60000
706,"San Francisco, CA",Computer Vision/ Machine learning Engineer,No Company Listed,No Salary Listed,60000
707,"San Francisco, CA 94102 (Downtown area)",Principal Data Scientist (G&A),Thomson Reuters,No Salary Listed,60000
708,"San Francisco, CA 94102 (Downtown area)",Senior Data Scientist (LS),Thomson Reuters,No Salary Listed,60000
709,"San Francisco, CA 94102 (Downtown area)",Senior Data Scientist (G&A),Thomson Reuters,No Salary Listed,60000
710,"San Francisco, CA 94104 (Financial District area)",Semiconductor Research Analyst,GfK,No Salary Listed,60000
711,"South San Francisco, CA 94080",No Job Title Listed,Amgen,No Salary Listed,60000
712,"San Francisco, CA",Clinical Community Specialist,Quartet,No Salary Listed,60000
713,"Redwood City, CA 94065",AI Scientist,Electronic Arts,No Salary Listed,60000
714,"Redwood City, CA 94065",NLP Scientist,Electronic Arts,No Salary Listed,60000
715,"Oakland, CA 94612 (Northgate area)",Research Analyst,No Company Listed,No Salary Listed,60000
716,"San Francisco, CA 94103 (South Of Market area)",Head of Risk Engineering,Square,No Salary Listed,60000
717,"Belmont, CA",Data Scientist - Research Platform,Roche,No Salary Listed,60000
718,"San Mateo, CA 94404",Senior Data Scientist,Lattice Engines,No Salary Listed,60000
719,"San Francisco, CA",Senior Data Scientist,No Company Listed,"$180,000 a year",60000
720,"San Francisco, CA",Senior Software Engineer- Machine Learning,Radius,No Salary Listed,60000
721,"Redwood City, CA",Senior Machine Learning Engineer,Oracle,No Salary Listed,60000
722,"San Francisco, CA",Supervising Research Analyst (Supervising Analyst),Judicial Council of California,No Salary Listed,60000
723,"San Francisco, CA 94111 (Financial District area)","Data Scientist, Natural Language Processing",KPMG,No Salary Listed,60000
724,"San Mateo, CA","Data Scientist Manager, eCommerce",No Company Listed,No Salary Listed,60000
725,"San Francisco, CA",Data Engineer,No Company Listed,No Salary Listed,60000
726,"San Francisco, CA",Pharmacovigilance/Safety Scientist,Medix,No Salary Listed,60000
727,"San Francisco, CA","Director, Platform Analytics",Gap Inc. Corporate,No Salary Listed,60000
728,"Mill Valley, CA 94941",Lead Data Scientist,Glassdoor,No Salary Listed,60000
729,"San Francisco, CA",Senior Scientist,No Company Listed,No Salary Listed,60000
730,"San Mateo, CA",Senior Machine Learning Engineer,No Company Listed,No Salary Listed,60000
731,"San Francisco, CA",Data Science Team Lead: Weather Science Statistics,The Climate Corporation,No Salary Listed,60000
732,"San Bruno, CA 94066","Analyst, Operations",Walmart eCommerce,No Salary Listed,60000
733,"San Francisco, CA",Covenant Analyst - Xtract Research,Mergermarket Group,No Salary Listed,60000
734,"San Francisco, CA 94103 (South Of Market area)",Head of Risk Engineering,Square,No Salary Listed,60000
735,"San Francisco, CA 94105 (Financial District area)",Hlth Data Analysis Assoc,Blue Shield of California,No Salary Listed,60000
736,"San Francisco, CA",Senior Data Scientist - Machine Learning,Workbridge Associates,"$150,000 - $200,000 a year",60000
737,"Novato, CA","Data Ops Engineer, Analytics",2K Games,No Salary Listed,60000
738,"San Francisco, CA","Director, Platform Analytics",Gap Inc. Corporate,No Salary Listed,60000
739,"San Bruno, CA 94066","Analyst, Operations",Walmart eCommerce,No Salary Listed,60000
740,"San Mateo, CA",Senior Machine Learning Engineer,No Company Listed,No Salary Listed,60000
741,"San Francisco, CA 94103 (South Of Market area)",Data Engineer,No Company Listed,No Salary Listed,60000
742,"Redwood City, CA","SVP or VP, Data & Analytics",Oportun,No Salary Listed,60000
743,"San Bruno, CA 94066","Associate Analyst, Operations",Walmart eCommerce,No Salary Listed,60000
744,"Berkeley, CA",Marketing and Recruitment Specialist Job - Fung Inst.,University of California Berkeley,"$53,800 - $81,900 a year",60000
745,"San Francisco, CA",Research Analyst,W2O Group,No Salary Listed,60000
746,"Novato, CA","Data Ops Engineer, Analytics",2K Games,No Salary Listed,60000
747,"San Francisco, CA",Senior Data Scientist - Machine Learning,Workbridge Associates,"$150,000 - $200,000 a year",60000
748,"South San Francisco, CA 94083",Next Generation Sequencing Data Analysis Intern,Thermo Fisher Scientific,No Salary Listed,60000
749,"Redwood City, CA","SVP or VP, Data & Analytics",Oportun,No Salary Listed,60000
750,"Foster City, CA","Research Scientist II, Drug Metabolism",Gilead,No Salary Listed,60000
751,"San Francisco, CA 94103 (South Of Market area)",Data Engineer,No Company Listed,No Salary Listed,60000
752,"San Mateo, CA 94404",Analytics Intern,No Company Listed,No Salary Listed,60000
753,"Menlo Park, CA 94025",Software and Analytics Scientist,Exponent,No Salary Listed,60000
754,"San Francisco, CA","Senior Manager, Data Science",Autodesk,No Salary Listed,60000
755,"San Francisco, CA","Sr. Scientific Researcher / Scientist, Hybridoma Technology",No Company Listed,No Salary Listed,60000
756,"San Francisco, CA",Research Analyst,W2O Group,No Salary Listed,60000
757,"Berkeley, CA",Marketing and Recruitment Specialist Job - Fung Inst.,University of California Berkeley,"$53,800 - $81,900 a year",60000
758,"San Mateo, CA",Sr Data Scientist,No Company Listed,No Salary Listed,60000
759,"San Mateo, CA",Machine Learning Algorithm Engineer,No Company Listed,"$120,000 - $180,000 a year",60000
760,"San Francisco, CA 94107 (South Of Market area)",Machine Learning Engineer,No Company Listed,No Salary Listed,60000
761,"San Francisco, CA",Equity Research Analyst - Technology,Robert W. Baird,No Salary Listed,60000
762,"Menlo Park, CA 94025",User Experience Researcher,Exponent,No Salary Listed,60000
763,"San Francisco, CA","Sr. Scientific Researcher / Scientist, Hybridoma Technology",No Company Listed,No Salary Listed,60000
764,"San Mateo, CA",Sr Data Scientist,No Company Listed,No Salary Listed,60000
765,"San Ramon, CA",Senior Quantitative Analyst II,Bank of the West,No Salary Listed,60000
766,"San Bruno, CA 94066",Staff Data Scientist,Walmart eCommerce,No Salary Listed,60000
767,"South San Francisco, CA 94080",QC & Operations Analyst,Counsyl,No Salary Listed,60000
768,"San Ramon, CA",Basel II Quantitative Analyst,BNP Paribas,No Salary Listed,60000
769,"San Ramon, CA",Sr Quantitative Analyst II (San Ramon),BNP Paribas,No Salary Listed,60000
770,"San Francisco, CA 94158 (South Of Market area)",Bioinformatics Scientist 1 - Population & Medical Genomics,"Illumina, Inc.",No Salary Listed,60000
771,"South San Francisco, CA 94080",Scientist,No Company Listed,No Salary Listed,60000
772,"San Francisco, CA",Equity Research Analyst - Technology,Robert W. Baird,No Salary Listed,60000
773,"San Ramon, CA",Sr Quantitative Analyst II (San Ramon),BNP Paribas,No Salary Listed,60000
774,"Menlo Park, CA 94025",User Experience Researcher,Exponent,No Salary Listed,60000
775,"South San Francisco, CA","Director, Assay Development and Screening Operations",No Company Listed,No Salary Listed,60000
776,"San Francisco, CA",Machine Learning Engineer,Dropbox,No Salary Listed,60000
777,"South San Francisco, CA 94080",QC & Operations Analyst,Counsyl,No Salary Listed,60000
778,"San Francisco, CA",Data Scientist,Jawbone,No Salary Listed,60000
779,"Hercules, CA",Data Scientist,Bio-Rad Inc.,No Salary Listed,60000
780,"San Francisco, CA 94108 (Financial District area)",Machine Learning Data Scientist FinTech,No Company Listed,"$130,000 - $160,000 a year",60000
781,"Redwood City, CA 94063",Machine Learning Engineer,PubMatic,No Salary Listed,60000
782,"San Francisco, CA",Data Scientist,Robert Walters,No Salary Listed,60000
783,"Oakland, CA",Data Production & Analysis IV,Kaiser Permanente,No Salary Listed,60000
784,"San Francisco, CA 94158 (South Of Market area)","Senior Scientist, Proteomics, Lead Discovery",No Company Listed,No Salary Listed,60000
785,"San Francisco, CA",Software Engineer - Data,No Company Listed,No Salary Listed,60000
786,"San Francisco, CA","Director, Data Platforms",Ancestry,No Salary Listed,60000
787,"San Francisco, CA",Bioinformatics Programmer,University of California San Francisco,No Salary Listed,60000
788,"San Francisco, CA",Product Manager- Machine Learning,Radius,No Salary Listed,60000
789,"Redwood City, CA",Senior Somatic Content Scientist,QIAGEN,No Salary Listed,60000
790,"San Mateo, CA 94402 (Beresford area)",Sr Data Analyst,Asurion,No Salary Listed,60000
791,"South San Francisco, CA 94080","Frontend Software Engineer, Data Platform",No Company Listed,No Salary Listed,60000
792,"San Mateo, CA","Manager, Statistical Programmer",No Company Listed,No Salary Listed,60000
793,"South San Francisco, CA 94080",Data Platform Engineer,No Company Listed,No Salary Listed,60000
794,"San Francisco, CA 94105 (Financial District area)","Machine Learning/AI Architect, West Region",Accenture,No Salary Listed,60000
795,"San Francisco, CA",Data Engineer,University of California San Francisco,No Salary Listed,60000
796,"San Francisco, CA 94105 (Financial District area)","Head of Data Science, Performance Marketing",Uber,No Salary Listed,60000
797,"South San Francisco, CA",Scientist,Bayside Solutions,No Salary Listed,60000
798,"San Francisco, CA",Principal Investment Research Analyst 3,Wells Fargo,No Salary Listed,60000
799,"San Francisco, CA","Analyst, Clinical Research Management",University of California San Francisco,No Salary Listed,60000
800,"San Francisco, CA",Connect - Senior Research Analyst,Ipsos North America,No Salary Listed,60000
801,"Redwood City, CA 94065",Director of Analytics,Electronic Arts,No Salary Listed,60000
802,"Redwood City, CA 94065","Sr. Manager, Data Science",Electronic Arts,No Salary Listed,60000
803,"San Francisco, CA",Machine Learning Engineer,Dropbox,No Salary Listed,60000
804,"South San Francisco, CA 94080",Computational Biologist,Counsyl,No Salary Listed,60000
805,"Redwood Shores, CA",Data Scientist 4,Oracle,No Salary Listed,60000
806,"Foster City, CA","Research Scientist I, Medicinal Chemistry",Gilead,No Salary Listed,60000
807,"Foster City, CA",Research Scientist,Gilead,No Salary Listed,60000
808,"South San Francisco, CA 94080",Scientist,Amgen,No Salary Listed,60000
809,"San Francisco, CA 94105 (Financial District area)",Data Science Cross Offering Sr Analyst,Accenture,No Salary Listed,60000
810,"Redwood City, CA 94063","Scientist, Applied Science",Turn,No Salary Listed,60000
811,"San Francisco, CA",Data Scientist,Capital Markets Placement,No Salary Listed,60000
812,"San Francisco, CA",Connect - Senior Research Analyst,Ipsos North America,No Salary Listed,60000
813,"Martinez, CA 94553",Data Scientist,No Company Listed,No Salary Listed,60000
814,"Berkeley, CA 94702",Sr Data Scientist,General Electric,No Salary Listed,60000
815,"San Francisco, CA 94105 (Financial District area)",Data Science Cross Offering Sr Analyst,Accenture,No Salary Listed,60000
816,"Berkeley, CA 94702",Sr Software Engineer,General Electric,No Salary Listed,60000
817,"Redwood City, CA",Senior Manager of Data Science,Oportun,No Salary Listed,60000
818,"San Francisco, CA",Principal Machine Learning Engineer - AI Platform,No Company Listed,No Salary Listed,60000
819,"San Bruno, CA 94066",Experimentation Analyst,Walmart eCommerce,No Salary Listed,60000
820,"San Mateo, CA 94402 (Beresford area)",Data Scientist - Lead Data Scientist,Freedom Financial Network,No Salary Listed,60000
821,"Emeryville, CA",Data Engineer - Aspera Analytics (Go/Scala/Spark),No Company Listed,No Salary Listed,60000
822,"San Francisco, CA",Quantitative Data Analyst,SoFi,No Salary Listed,60000
823,"San Francisco, CA 94111 (Financial District area)",Research Analyst,Goodwin Procter LLP,No Salary Listed,60000
824,"San Francisco, CA 94109 (Nob Hill area)",Client Success Manager | Utilities Data Analytics,Oracle,No Salary Listed,60000
825,"San Francisco, CA",Research Scientist - 17201859,CTG,No Salary Listed,60000
826,"Redwood City, CA 94063","Scientist, Applied Science",Turn,No Salary Listed,60000
827,"San Francisco, CA",Machine Learning Research Engineer,Autodesk,No Salary Listed,60000
828,"San Mateo, CA",Lead Data Scientist,No Company Listed,"$130,000 - $160,000 a year",60000
829,"San Bruno, CA 94066",Data Scientist Intern - Summer 2017,Walmart eCommerce,No Salary Listed,60000
830,"San Francisco, CA",Data Scientist,No Company Listed,No Salary Listed,60000
831,"San Ramon, CA",Quantitative Analyst Senior,BNP Paribas,No Salary Listed,60000
832,"San Ramon, CA",Quantitative Analyst Senior,Bank of the West,No Salary Listed,60000
833,"Novato, CA",Senior Scientist,No Company Listed,No Salary Listed,60000
834,"San Francisco, CA",Marketing Data Analyst,No Company Listed,No Salary Listed,60000
835,"San Francisco, CA",Big Data Analyst,SoFi,No Salary Listed,60000
836,"San Carlos, CA",Data Scientist,Upstart,No Salary Listed,60000
837,"San Francisco, CA 94158 (South Of Market area)",Sr Scientist - Fluidics and Sensors / Research and Technolog...,"Illumina, Inc.",No Salary Listed,60000
838,"South San Francisco, CA 94080","Research/Senior Scientist, Discovery Technology",No Company Listed,No Salary Listed,60000
839,"San Francisco, CA 94107 (South Of Market area)",Senior/Staff Scientist Molecular Biologist,No Company Listed,No Salary Listed,60000
840,"Berkeley, CA 94720",Project Scientist,Lawrence Berkeley National Laboratory,No Salary Listed,60000
841,"Redwood City, CA","Bioinformatics Scientist, BioPharma Collaborations",No Company Listed,No Salary Listed,60000
842,"Berkeley, CA 94702",Sr Software Engineer,General Electric,No Salary Listed,60000
843,"Novato, CA",Senior Research Associate 1,No Company Listed,No Salary Listed,60000
844,"South San Francisco, CA",Scientist Development,Genentech,No Salary Listed,60000
845,"San Francisco, CA",Statistical Programmer,Cytel,No Salary Listed,60000
846,"San Francisco, CA",Data Engineer,Gigster,No Salary Listed,60000
847,"San Francisco, CA 94105 (Financial District area)",Senior Software Engineer (Machine Learning) - Finance Engine...,Uber,No Salary Listed,60000
848,"San Francisco, CA",Software Engineer 2,Microsoft,No Salary Listed,60000
849,"Burlingame, CA",Consultant,EXL,No Salary Listed,60000
850,"Mill Valley, CA 94941","Manager, Decision Science",Glassdoor,No Salary Listed,60000
851,"San Francisco, CA 94105 (Financial District area)",Software Engineer - Internal Tools,Uber,No Salary Listed,60000
852,"San Francisco, CA",Principal Machine Learning Engineer - AI Platform,No Company Listed,No Salary Listed,60000
853,"San Francisco, CA","Solution Specialist - Wave, McKinsey Solutions",McKinsey & Company,No Salary Listed,60000
854,"Oakland, CA",Sr. Data Scientist - Consumer Marketing Analytics,Kaiser Permanente,No Salary Listed,60000
855,"Redwood City, CA",Associate Scientist II (upstream bioprocess),AbbVie,No Salary Listed,60000
856,"Menlo Park, CA 94025",Senior Managing Scientist,Exponent,No Salary Listed,60000
857,"San Francisco, CA","Research Software Engineer - Python: San Francisco, CA",No Company Listed,No Salary Listed,60000
858,"San Francisco, CA",Python/R Engineer (Statistical Analysis Platform),Workbridge Associates,$60 - $70 an hour,60000
859,"South San Francisco, CA",Clinical System Designer,AbbVie,No Salary Listed,60000
860,"San Francisco, CA","Solution Specialist - Wave, McKinsey Solutions",McKinsey & Company,No Salary Listed,60000
861,"South San Francisco, CA 94080","Research/Senior Scientist, Discovery Technology",No Company Listed,No Salary Listed,60000
862,"South San Francisco, CA 94080",Scientist- Pathology Specialty Analyses - South San Francisc...,Amgen,No Salary Listed,60000
863,"South San Francisco, CA","Associate Scientist/Scientist, Development Toxicology",Genentech,No Salary Listed,60000
864,"Martinez, CA 94553",Data Scientist,No Company Listed,No Salary Listed,60000
865,"South San Francisco, CA 94080","Postdoctoral Researcher, Antibiotic Biosynthesis",No Company Listed,No Salary Listed,60000
866,"San Francisco, CA",Senior Brand Designer,Hired,No Salary Listed,60000
867,"South San Francisco, CA",Senior Safety Science Leader,Genentech,No Salary Listed,60000
